Hour,Load (kWh)
01:00,9249.202
02:00,9585.502
03:00,9504.3125
04:00,9328.581
05:00,9207.568
06:00,9056.461
07:00,9024.024
08:00,8858.16
09:00,9111.694
10:00,9128.442
11:00,9150.377
12:00,9008.688
