Hour,Load (kWh)
01:00,9517.549
02:00,9648.656
03:00,9660.255
04:00,9233.465
05:00,9217.579
06:00,9346.253
07:00,9132.228
08:00,9201.23
09:00,9153.803
10:00,9185.6
11:00,9244.515
12:00,8948.857
