Hour,Load (kWh)
00:00,9668.08
01:00,9423.297
02:00,9791.743
03:00,9604.688
04:00,9565.67
05:00,9328.545
06:00,9274.789
07:00,9271.47
08:00,9319.77
09:00,9376.35
10:00,9372.613
11:00,9302.77
