Hour,Load (kWh)
00:00,9526.305
01:00,9542.156
02:00,9148.812
03:00,9207.493
04:00,9145.037
05:00,8975.992
06:00,8735.872
07:00,9028.643
08:00,8766.243
09:00,9104.348
10:00,8832.3
11:00,8903.874
